ISSN;Estrato
2066-7698;B1
1023-2044;C
2038-5064;B3
2447-1372;B4
1516-4020;B1
2594-8636;C
2317-8051;B1
1415-7977;B1
1645-1112;A1
2183-2242;A1
1981-2558;A2
1679-1541;A4
1807-9873;C
0104-1886;A4
2236-9325;B4
1678-1872;C
2111-5044;A4
1273-6449;C
2271-1465;C
1165-3558;A2
1298-6046;A3
2497-6784;C
0068-516X;C
2317-0409;B1
1679-8740;A1
2254-1179;B1
0008-4131;A2
2634-1077;C
0214-8188;A2
2178-1702;A4
2470-6302;C
2009-7123;B1
1695-6885;A2
2304-5817;A4
2386-2629;C
2192-9513;A2
0277-7223;C
0102-4868;B3
2184-5956;C
2425-1356;B3
0009-837X;A2
0750-2176;C
1481-4374;A2
2194-5212;B3
0269-9206;A2
1613-3641;A1
2235-2066;A2
2269-0778;C
0873-5980;B3
0871-5807;B1
2055-7132;A3
2531-7547;B1
0010-4124;A2
0000-0002;C
0084-9189;C
0719-3858;C
1876-1933;C
2610-7902;C
1315-9453;C
2275-1742;B1
2301-0282;B2
1414-0381;C
2532-2001;C
2340-8960;B1
2272-9852;A3
1133-9527;A3
1515-6125;B2
2420-918X;B2
1668-7434;C
2262-8339;A3
1811-8283;C
2704-7911;C
2362-5538;B3
2352-1554;A1
2182-7990;C
2632-3249;C
0932-4747;C
0011-9741;A3
2530-2337;C
2325-3290;C
1809-1768;B3
2459-413X;C
1870-6924;C
1300-8552;A3
1469-3739;A1
0159-6306;A1
2211-6958;A1
1461-4456;A1
2518-4105;C
2313-2116;B1
0300-4279;A1
2280-6792;A3
2376-905X;A3
2362-5651;B3
2469-2131;B2
2362-4191;A4
2684-0030;C
0769-4563;B1
0951-0893;A1
0013-6662;B1
1682-3257;A2
2420-823X;C
2541-3643;C
0266-0784;A1
2049-7156;C
2675-9810;C
2520-0798;C
1925-5268;B2
1645-1880;A2
0719-9139;C
2341-2224;C
2171-6692;A3
0212-7636;A3
0185-2647;A3
2665-3273;C
1989-614X;B1
1989-578X;A4
1889-2566;A4
0870-8584;B3
1647-0346;B2
1660-6507;C
1843-3979;B1
2336-4416;B1
2305-6746;A1
2307-700X;C
2559-7914;B2
0014-3006;A4
2368-6138;C
2474-5669;A4
2565-1781;C
1517-4530;A3
1614-7308;A1
2096-4366;C
1002-5529;B2
1645-927X;B2
0120-338X;A2
2256-5469;A2
0098-9355;B1
0016-1128;A2
2550-2131;C
1882-7136;C
2234-0742;C
0761-9081;B1
1569-9773;A1
2397-1835;A1
1769-7425;A3
2526-2718;B1
1803-7402;B1
1870-1396;B2
2159-3159;A2
2184-1667;C
0073-0688;B1
1542-3352;B3
2191-642X;C
0018-0777;A3
0915-7468;B2
2328-1308;A3
0363-0471;B1
1468-2737;A3
1745-820X;A3
1638-1580;A1
2179-8206;B4
1755-9715;B1
2007-1620;C
2187-0594;B2
2317-5400;C
2747-6375;C
2532-6368;B3
0101-4846;A1
1413-666X;C
0719-0166;B1
2469-0457;A4
2339-8523;C
2511-0853;A3
1750-1237;A1
0742-5627;A2
2637-1898;C
0020-4536;A3
0328-8935;B3
1413-4055;B2
1467-5986;B2
1612-295X;A1
2325-3991;B2
0092-2102;A1
0020-7071;A1
2582-1601;C
2219-1933;C
2155-7101;A2
1384-6655;A1
2575-811X;C
2321-7065;A3
1923-8703;A1
2455-2186;B2
2183-9271;B2
1475-6781;C
2194-7414;C
2214-3157;C
2334-2358;A1
1447-9516;B2
2465-2261;C
2380-9205;C
2357-9994;B3
2422-4596;B3
2674-936X;C
1415-2525;B2
0967-0882;A3
0021-1427;A4
2385-4138;A2
2658-7041;C
2037-3597;A2
0021-3020;A4
2427-920X;B1
1507-7241;A4
0342-6300;C
0721-3905;B3
0021-4183;B2
1531-0485;A3
2040-3666;A4
2148-1997;C
2515-0251;B1
2328-2177;C
1475-1585;A1
2368-2132;B1
2096-4374;C
2210-2116;A2
2184-5360;B1
0092-2323;A3
2186-0564;C
2676-7775;C
2397-2645;A3
1475-8989;C
1559-9035;A2
1877-4091;A2
2299-8470;A1
2073-6320;A3
2219-4029;C
0022-2267;A1
2167-8715;A1
0749-596X;A1
1354-571X;A1
0022-281X;A2
2368-2507;C
1477-5751;B2
1569-9870;A2
1645-4537;A3
0090-6905;A1
1573-6555;A1
1744-5035;A2
0167-5133;A1
1360-6441;A1
2156-6266;A1
2399-9101;B2
0025-1003;A1
2189-5961;C
2647-4832;B1
1896-9585;B2
0022-7498;A4
0971-8877;C
1808-6977;C
2340-1869;A2
2083-7658;B1
1230-6142;A4
0723-8088;B3
2496-5731;C
2037-5069;C
2594-7753;C
0033-9423;B2
0458-726X;A2
1535-0665;B1
0271-5309;A1
1749-818X;A1
0963-9470;A1
0023-8309;A1
0097-8507;B1
1740-6234;C
0047-4045;A1
2191-6128;A2
1568-4555;A1
2226-471X;A1
1957-7982;A2
0458-7251;B1
1136-5781;A4
1579-735X;A3
2539-3804;A2
0008-0365;C
1851-4855;B3
1856-7983;B4
1980-7732;B2
1548-5633;A4
1865-9403;B2
2177-7160;A2
1888-4067;B1
2471-4356;C
2477-9415;A4
0024-3841;A1
2674-6921;C
2239-0367;A3
0098-9053;C
1879-9264;A1
0024-3892;A1
1132-0214;A3
1646-6195;A1
1615-3014;A2
0024-3930;A3
0935-9249;A2
0268-1145;B2
0123-5931;A3
2526-9739;C
2237-0781;B3
1930-1693;C
2515-5792;C
2386-2637;A3
1765-3096;C
2450-4580;C
1945-0222;C
1806-2555;B3
2448-1769;C
0025-0538;B1
0892-0206;A1
1885-2211;A2
2011-1177;C
2183-2439;A1
0025-8385;A4
1677-0455;C
2184-2566;C
0026-0452;C
1068-7831;B2
1751-2271;A2
0104-3420;B1
2763-5279;C
2014-1130;A4
1568-525X;A3
2358-0658;A3
0026-8577;A2
2000-3560;A2
2340-003X;A4
2221-4216;B2
0975-1815;B3
2369-3045;B3
1166-3243;B3
1886-2519;B2
1387-6740;A2
0167-806X;A1
0028-2677;A3
0094-033X;A3
1943-3107;A2
0097-5184;A2
2186-1358;C
2316-3976;C
2164-1668;C
1891-943X;A1
0029-3970;A4
2292-2261;A4
0185-3058;B1
2448-6558;B1
1048-6380;B1
0029-6155;A4
2532-862X;C
1885-446X;A1
1413-4640;A2
1974-286X;C
1852-4478;B1
2061-0661;B3
2300-9969;B2
2447-4088;C
2174-1425;C
1002-5162;B2
1745-9214;A1
1517-9257;B1
2399-6714;C
2316-2767;A4
0907-676X;A1
0821-0314;A4
2212-4179;B1
1568-7759;A1
2444-1538;C
0031-8388;A1
0952-6757;A1
2030-5265;C
1471-9363;C
2311-6625;B3
0719-3696;C
1975-5805;C
0120-4130;A4
2184-710X;C
0032-3578;C
2393-6649;C
2563-6111;C
1942-0986;B2
1705-9100;A3
1898-1593;B1
1018-2101;A1
2196-2871;C
2341-0124;C
2594-5041;B3
2448-6485;B1
0872-1769;B3
2084-8099;B2
2591-541X;C
2457-8436;B3
1982-629X;A4
2347-0151;B2
1424-4802;C
2183-3958;A4
2433-5444;A3
1873-5045;B1
2281-3020;B2
0277-1322;A4
1745-4999;A1
2243-4712;A4
0034-527X;A1
0103-5444;B2
1853-6034;B1
1982-0232;C
2317-4242;B4
2398-7685;C
2444-7439;B1
2664-259X;A4
1808-5121;C
2595-2609;C
1852-1495;A2
2443-4442;A4
2317-8698;B4
2596-1403;B3
1944-1951;A2
1676-0786;A1
2358-7911;B4
1413-9421;C
2422-5932;C
2318-0528;C
2526-6225;C
1794-5887;A3
2310-0265;B1
2447-4274;B3
1676-1545;A3
1677-7247;B3
2183-9077;A4
2176-6118;B4
2415-0959;B2
0252-8843;A4
1682-1106;B1
0103-6033;B4
2340-9029;B2
2174-7245;A3
2255-1891;C
0871-682X;B3
2183-847X;A3
0212-4130;A2
2215-2628;A3
1413-2079;B1
2317-3610;B4
0104-9992;B3
1982-842X;C
1809-5313;B1
2596-2825;B4
1130-4235;B2
1677-9797;B3
2618-2882;B2
1517-7874;A2
1981-8763;B4
2236-9155;C
1806-0331;A2
2362-5813;A4
2343-6615;C
2318-0099;B4
0103-7579;B4
2183-4075;B2
2675-505X;C
2446-6867;B4
2236-2991;B3
1850-0161;B1
1981-6677;C
0034-9631;A3
2174-2464;B1
2596-0598;C
2254-5859;C
1579-9425;A2
2236-4064;C
1317-7389;A3
1989-3302;A3
2595-7295;C
1647-8088;C
0100-0888;A3
2594-5084;B2
1809-2705;C
1984-2325;C
1984-025X;C
1699-8774;B1
1666-0579;A3
1647-905X;B1
2183-1297;C
1982-2308;B4
2676-0118;C
1519-7778;A3
2448-2978;B4
2675-8571;C
1807-5711;B2
2446-8142;B2
2184-5492;B2
2447-6145;C
2178-9125;B2
0035-0788;C
2391-114X;B1
2429-4748;C
1386-1204;A2
2491-6366;C
0035-3957;A3
2105-2816;C
1371-8339;C
2447-4339;C
0213-2370;A2
1594-1000;A4
1724-1529;A2
1124-8890;A3
2165-7599;A4
0035-7995;A4
0080-3898;A3
2674-7774;C
1752-1580;C
1023-1935;A1
2312-9212;A1
2408-4409;B2
0582-2351;B2
2371-0497;B2
1130-5509;C
1995-4328;A2
1688-938X;C
1387-9316;A2
2565-7097;A3
2606-0442;B1
2314-2189;A3
1516-3083;A3
2185-3762;A2
0037-6752;A4
2038-6788;A4
2333-2042;C
1128-2339;C
0039-2987;C
0390-6809;B1
2391-7636;B1
2082-8594;B1
0039-3193;A1
0039-3274;A2
2065-9652;B1
1867-3333;C
2534-952X;B1
0039-3762;A3
2248-2547;A4
0039-4130;C
2196-7148;A2
0862-8440;B2
0039-7709;A4
1518-8779;B4
2260-5983;B4
1766-3059;C
1368-0005;A1
0328-1205;B1
0924-1884;A1
2447-8997;B2
2013-6706;B1
1925-8917;A2
0039-8322;A1
2687-0150;C
1860-7330;A1
0395-6601;C
1954-3840;C
2001-967X;A3
2157-0159;C
0009-8353;A2
2192-1032;A3
1793-7248;B3
2327-7963;A3
1750-399X;A1
2191-9216;A1
0288-2051;B3
1740-357X;A2
2433-5401;C
1613-3676;A1
2515-3676;C
1543-0421;A1
2284-4473;A3
1980-6414;A1
1517-1000;A1
0104-639X;A3
1808-5989;A4
0079-1636;A1
1765-2766;A4
1886-5542;B2
1932-2798;A2
2364-8899;A2
2184-4585;C
2453-9899;C
2184-1519;B3
2154-1361;A3
2067-2705;C
2271-3131;C
1809-8150;C
1396-0482;A4
0505-0448;C
1415-2533;A3
0506-7294;C
1315-8392;B3
2187-994X;A3
0043-7956;A2
0883-2919;A1
1756-5847;A2
1869-3660;A4
2237-3292;C
0025-5858;B1
0065-1036;B2
2083-5736;B1
0236-5294;B1
0252-9602;B1
1439-8516;A4
1536-1365;A1
0196-8858;A4
0001-8678;A4
1864-8258;A2
1864-8266;A2
0974-3243;C
1927-6303;B4
2191-950X;A2
1869-6090;B1
1095-0761;A2
0001-9054;A3
1012-9405;B2
2473-6988;B1
1980-0436;A4
1937-0652;A2
1726-3255;B3
0002-5232;B1
1005-3867;B3
1472-2739;A4
1386-923X;A4
1932-149X;A4
0002-9327;A1
1088-6826;A2
1948-206X;A1
2157-5045;A1
0219-5305;A2
1664-2368;A3
1672-4070;B4
1239-629X;A2
0294-1449;A1
0246-0203;A1
0373-0956;A2
1777-5310;A2
1778-7017;A1
2308-5835;A3
1259-1734;C
2195-4755;A4
0066-2216;B1
0012-9593;A1
0391-173X;A1
0430-3202;B2
0218-0006;B1
0003-486X;A1
0091-1798;A1
0090-5364;A1
1068-9265;A1
0020-3157;A4
1898-5203;C
1005-1031;B1
0862-7940;B2
0927-2852;B2
1526-4025;A4
0933-5846;A4
1212-5059;B3
0004-2080;A3
1855-3966;A3
1015-9584;A3
2456-477X;B4
2582-0370;C
0303-1179;A1
0515-0361;A2
1034-4942;B1
1369-1473;B2
0137-6934;B2
0175-4874;B3
1541-0420;A2
0006-341X;A2
2573-2633;C
0006-3835;A3
0100-3569;A4
0037-8712;B2
1980-024X;C
1405-213X;B1
1972-6724;A4
1687-2762;A4
1678-7714;A4
0037-9484;A3
0273-0979;A2
2244-8659;B2
2302-9285;B1
1664-3607;A1
0252-9742;B4
1735-8515;B4
1015-8634;B2
0024-6093;A3
0239-7269;C
0008-0624;A2
0944-2669;A1
0319-5724;B2
1496-4287;A4
2573-8348;C
2226-8383;B3
0252-9599;B1
1941-9651;A1
2574-2558;C
0010-0757;A3
0010-1354;B1
1364-7830;A3
0010-2571;A1
0010-2628;B3
1532-4125;B1
1019-8385;A3
0219-1997;A2
0010-3640;A1
2524-7581;C
1661-8254;B1
2300-7443;B2
1747-6941;A4
1747-6933;A4
0010-437X;A1
0706-1994;C
1613-9658;B1
0167-8396;A3
1432-9360;A2
1793-7434;B2
0176-4276;A2
2651-2939;C
8218-5239;B3
0271-4132;B3
0138-4821;B3
1478-7547;B1
0925-1022;A2
0971-3514;A4
0926-2245;A4
1553-5231;A2
1937-1632;A4
1730-6310;A2
1431-0635;A2
1064-5624;A4
0012-7094;A1
1201-3390;B3
1492-8760;B3
1548-159X;A3
2526-8651;C
1513-489X;C
2452-3062;A4
1464-3839;A4
0013-1644;A1
1935-7524;A2
1083-589X;A4
1550-6150;A4
1083-6489;A3
1417-3875;A3
1935-9179;B1
0013-6018;B4
1469-4417;A1
1292-8119;A2
1262-3377;A2
1262-3318;B1
1562-3920;B2
1095-9971;A3
2199-675X;A4
2163-2480;A3
0213-8743;C
0972-0871;B2
0044-4413;B3
0949-2984;A2
1071-5797;A3
1583-5022;A4
1544-8940;A4
0933-7741;A3
1615-3383;A1
1615-3375;A1
1311-0454;A3
1821-410X;C
0016-2736;A4
0532-8721;A4
1584-9325;C
1016-443X;A1
1364-0380;A1
1465-3060;A1
1072-947X;A4
1617-8351;A4
1661-7207;A3
0018-2079;B3
0385-4035;B2
1532-0073;A4
0362-1588;B1
0019-2082;B3
0272-4979;A1
0022-2518;A1
1678-7293;C
1992-2264;B2
1553-1732;B4
0120-419X;C
0214-1892;C
0378-620X;A3
1065-2469;A4
1463-9963;A3
1992-9978;A4
1793-5245;A4
1819-4966;C
2251-7650;B2
1753-7703;C
0129-167X;A4
1793-0421;B1
2168-5460;C
1687-0247;A1
1073-7928;A1
0020-9910;A1
1527-5256;A2
0021-4922;A4
2594-6323;C
0021-7670;A2
2429-7100;A1
1433-8157;B3
0075-4102;A1
2158-611X;C
0219-4988;B1
2148-838X;B4
0021-8693;A2
1056-3911;A1
0887-6185;A1
1425-6908;B3
0021-8928;B3
1687-0042;B2
1054-3406;B1
0097-3165;A2
1939-2346;B2
0885-064X;A3
1472-7978;B2
2676-5926;C
0022-040X;A1
1572-9222;A2
2296-9020;B3
1424-3202;A2
1424-3199;A2
2212-4780;B1
0022-1236;A1
1066-8950;C
0047-2468;B2
2169-9011;A2
1433-5883;B1
2193-8407;B2
1512-2891;B2
2058-5985;C
0928-0219;A4
0949-5932;B2
1422-6928;A2
0219-0613;A2
1072-3374;B3
2411-2518;C
1930-5311;A3
1756-9745;B2
1661-6952;A3
1402-9251;A4
0022-314X;A3
2211-3649;A4
0379-4024;A4
1726-3328;C
1662-9981;B2
1949-2006;B3
1948-7916;C
1664-039X;A2
1572-9613;A3
0747-7171;A3
1446-8107;A4
1446-7887;A4
1435-9855;A1
1474-7480;A2
0304-9914;A4
1226-3192;B1
0025-5645;A3
0970-1249;B4
0964-1998;A1
0894-9840;A4
1467-9892;A2
0143-9782;A2
1753-8416;A1
1708-8305;A1
0972-415X;C
1937-5093;A2
0386-5991;B2
2156-2261;B1
0373-3505;B3
1439-7358;B1
0013-8584;C
1380-7870;A3
0076-0552;C
0025-2611;A3
0102-8545;C
0025-567X;C
0862-7959;B3
0025-5521;B1
1337-2211;B1
1331-4343;A4
1392-6292;A4
0001-4346;B1
1393-7197;C
1073-2780;A3
1526-5471;A1
0025-5831;A1
0025-5874;A2
0065-9266;A1
1073-2772;C
2199-1413;A3
0764-583X;A1
0026-9255;A3
1609-3321;A4
1609-4514;A4
1540-3467;A2
1867-5778;C
0027-7630;B1
1076-9803;A3
2595-9824;C
1021-9722;A2
2353-0626;C
0951-7715;A2
2155-3289;B1
2391-5455;A4
1846-3886;B1
1029-4937;A3
0030-6126;B2
0030-8730;A3
1348-9151;B3
2070-0466;A4
0031-5303;A4
0031-8248;A1
1047-1987;A1
0032-5155;B1
0926-2601;A2
1012-3938;C
1549-5787;A2
0178-8051;A1
2640-3498;C
0386-2194;B2
0308-2105;A2
2356-9336;A3
0797-1443;C
0033-3883;A4
0034-5318;A3
1558-8599;B3
1607-3606;B1
1575-5460;A4
0033-5606;A3
1464-3847;A3
0033-569X;A4
0918-4732;C
1572-9443;A4
1560-3547;A4
0009-725X;A4
0049-4704;B2
0137-2904;B1
1422-6383;A3
0034-6861;A1
1578-7303;A3
1579-1505;A3
0041-6932;B3
1139-1138;A3
0213-2230;A1
0035-3965;B3
1061-9208;A4
0036-0279;A4
0976-8386;B4
0976-836X;B3
0581-572X;C
1064-5616;A4
0303-6898;A2
1467-9469;A2
1674-7283;A2
1006-9283;C
0716-8446;C
2095-9486;B3
1022-1824;A1
0037-1912;A4
1310-6600;C
1095-7138;A2
1095-7170;A1
2662-2556;C
2662-2971;C
2049-1573;A4
1477-0334;A2
2475-4269;A4
0960-3174;A1
1573-1375;A1
1097-0258;A2
1234-7655;A2
0804-9173;B4
0972-3641;C
2194-0401;A3
0039-3223;A3
2065-961X;B3
0022-2526;A2
0714-0045;A2
1863-8260;A2
0002-9890;B2
1932-6157;A1
1446-1811;B1
1093-6106;A3
2202-3518;B1
1449-5910;B4
0126-6705;B1
0746-8342;B4
1081-3810;A4
1531-5851;A2
1069-5869;A2
1050-6926;A2
1559-002X;A2
0026-2285;A3
1382-4090;A3
1874-1738;A3
0040-5809;A3
0040-8735;A3
1230-3429;A3
0166-8641;B1
0146-4124;C
0002-9947;A1
1088-6850;A1
1083-4362;A3
0387-4982;C
0232-2064;A4
1420-9039;A2
0924-3046;A3
2542-5048;B3
1557-4563;B2
2333-4819;B4
0785-3890;A1
2410-9355;B3
0004-9425;A4
2666-8939;B3
0196-6219;B3
1520-636X;A4
1600-0501;A1
1996-3181;A3
2666-6820;B3
1063-7745;B2
0972-4451;B4
1754-5692;A1
1099-0682;A3
2234-1315;A3
0975-072X;B1
2231-2781;C
2383-3882;B4
0360-1307;B2
2321-807X;C
2155-9872;B1
2369-3355;B3
1532-2394;A3
2193-6315;B1
1584-9953;B2
2394-4056;C
0970-0838;B2
2277-3282;C
2250-0545;B1
2358-3657;C
1991-3966;B1
0025-5289;B1
2353-5423;B2
1058-725X;B2
2448-5691;B4
2184-7002;B4
1872-5805;B2
1543-0537;B2
2161-7414;B3
2319-9849;B4
2191-0189;A3
2168-0965;B1
0038-0946;B2
0271-8774;C
1064-8208;B1
1559-4610;B4
0171-8096;B2
1759-0884;A1
0871-1097;C
0044-5592;C
2375-3803;C
1784-1283;C
0942-8925;C
2366-004X;A4
2366-0058;A4
1069-6563;A1
0097-8418;C
0001-5555;A1
0001-6268;A4
1651-226X;A3
0001-6489;A4
0392-100X;A4
1593-232X;B4
0001-6837;B3
0001-690X;A1
0001-7310;B2
1139-9287;B1
1531-5754;B2
1548-5595;A2
1382-4996;A1
2164-2656;C
2424-7847;C
1687-6369;A4
1432-5241;A4
1296-9915;C
0899-9546;A3
1139-6121;A4
0717-4055;C
0002-5151;B3
0269-2813;A1
1440-1592;A2
1088-5412;A4
2587-9294;C
1868-596X;A1
1552-5279;A1
0102-843X;C
2523-1995;C
2520-0518;C
2330-880X;C
1175-0561;A1
2160-0562;B2
0002-9173;A3
2451-9936;B2
0735-1631;A3
1557-4970;C
1945-8924;A1
1546-3141;A2
0361-803X;A2
1600-6135;A1
1548-8748;A1
2167-8421;A3
1466-0822;C
1695-4033;B2
0921-8912;A4
2476-1400;C
2446-9343;C
0003-3197;A4
0003-4266;B2
1344-6835;B4
2635-9103;C
0004-5632;B1
2373-9282;C
2287-9714;B2
1013-9087;B1
1108-7471;A4
1744-859X;A4
1432-0584;A3
2141-9248;B3
1542-474X;B1
1421-9697;A3
2224-5820;A4
2287-1012;B1
2288-6575;A4
0035-8843;B1
1425-9524;B2
0066-4278;A1
0219-0494;B2
1600-0463;A2
1175-5652;A3
2471-9315;C
1687-1979;B2
1875-2136;A3
2638-4981;C
1359-2998;A1
2476-2016;C
1872-6976;A1
1029-2977;A2
2322-5769;C
0936-8051;A2
1862-3514;A3
0003-9985;A1
2322-1836;B1
2675-3626;B4
2234-6163;A4
1016-5169;B2
1124-3562;B2
0365-6691;B3
1667-4170;C
2050-3377;A3
1524-4636;A1
0893-7524;A1
2151-4658;A1
0749-8063;A1
2214-3882;A4
1758-5864;A3
2381-9200;C
2473-0645;C
0004-8380;A3
1039-8562;B1
2616-2792;C
1107-0625;B2
0716-9760;A1
2050-7771;A2
2049-9442;A2
2397-9631;C
2210-5220;C
2296-6870;C
2164-7860;A2
1881-7815;A3
1935-5548;A1
2474-9842;A3
2352-3727;A1
2473-9537;A4
2044-5385;A1
0253-5068;A3
1472-6890;A4
1471-227X;A3
1471-2296;A1
1472-684X;A3
1757-790X;B1
2515-4478;A3
2632-1009;B1
2055-642X;A2
2045-435X;A2
2594-6811;C
2095-4700;A1
0896-0267;A3
1517-6878;A4
1465-5411;A2
1661-3791;A3
0888-6008;B2
0960-9776;A1
1810-6838;B1
0960-1643;A2
1750-8460;B2
0268-8697;A4
2513-9878;C
1365-2168;A1
1936-9719;C
2054-3581;A4
0317-1671;B1
0706-7437;A2
1097-0142;A1
0165-4608;A4
1347-9032;A2
0305-7372;A1
1421-9751;A4
0733-8651;A3
1061-5377;A4
1897-5593;A4
0174-1551;B1
2223-3652;A3
1868-4300;B2
1879-1336;A3
1878-0938;C
1553-8389;C
0967-2109;C
1476-7120;A4
2090-6471;C
1662-6567;B2
2090-648X;C
2090-6501;B3
1662-0631;B2
1687-9635;A4
1662-680X;B2
2090-6706;C
1662-6575;B3
1663-2699;B2
2090-6765;C
2090-679X;B3
2090-6811;C
2090-682X;B4
2214-9112;B3
2090-6684;C
0957-5243;A2
1179-5689;C
2056-5968;A1
1426-3912;B2
2515-8163;C
1421-9786;A3
1210-7832;B2
1936-5802;B1
2153-2168;A2
2227-9067;A4
2304-3865;B1
1221-9118;B2
2638-4248;C
1680-8398;C
1941-3149;A1
1942-325X;A1
1942-0080;A1
2574-8300;A4
1873-3492;A3
1365-2230;A4
2392-1099;B3
2155-384X;A2
2281-5872;A3
2405-6308;A4
2212-697X;C
1932-8737;A3
0009-9147;A1
0899-7071;B1
1521-7035;A3
2046-2484;B3
1525-7304;A3
2152-2669;A4
2152-2650;A4
1179-5468;A3
1179-5549;B1
1179-5557;A4
1869-1439;A3
1532-1983;A1
1177-5467;A3
2632-010X;C
0312-5963;A1
0009-9260;A3
1935-1232;B1
2380-0186;A1
2039-7283;C
0738-081X;A2
0094-1298;A3
2474-1647;C
0820-3946;A1
1361-6137;A1
1464-780X;C
2157-1422;A1
1462-8910;A3
1872-7565;A1
1879-0534;A2
2600-5859;C
0914-3505;B1
1551-7144;B1
1527-4268;C
1080-2371;A4
0010-7824;A1
2178-0544;B4
1680-3663;C
0954-6928;B2
2090-1313;A4
1535-282X;B2
0896-2960;B3
1464-5351;A3
1931-7212;B4
1943-4588;B2
1523-3782;A3
1941-9066;B2
1568-007X;C
1687-7071;B2
1546-9530;A1
1546-9549;A1
2162-4968;A1
1534-6269;A2
0267-1379;A3
1746-630X;A2
1040-8746;A3
1087-2418;A4
1068-9508;A3
1070-5287;A4
1040-8711;A2
1534-3081;A2
0971-9032;B3
2198-641X;B1
0147-0272;A4
0146-2806;B2
0363-0188;A4
2666-0822;B4
2167-4825;B3
1935-9748;A2
1573-3971;B1
0011-3905;C
0972-8236;C
1527-2729;A2
1534-6277;A2
1013-929X;A2
0196-9722;A4
2514-9288;A4
1018-8665;A2
2160-9381;C
2296-3529;C
0012-0472;B2
1262-3636;A1
2456-3765;C
1462-8902;A1
1869-6961;A4
1305-3825;A4
1097-0339;B1
2035-0031;B3
0012-2823;A4
0915-5635;A1
1120-8694;A3
1170-229X;A2
0145-5613;B2
1751-7885;A3
2456-8392;C
1747-938X;A1
1168-7223;C
2405-6553;B2
0918-8959;B2
0743-5800;B3
2236-5931;C
2226-7190;A3
1363-2078;C
2378-5438;B3
1044-3983;A1
1750-192X;A2
1878-5077;A1
1612-9059;A4
0071-1365;A1
1099-5129;A1
1764-1489;B3
1879-7296;B1
1433-8491;A2
1952-4005;B2
2047-2412;A1
2055-6845;A1
2048-8726;A2
2058-1742;A1
1520-765X;B1
2587-0831;C
1010-7940;A1
2284-2594;C
0969-9546;A2
1479-683X;A1
0393-2990;A1
0392-2936;B2
0902-4441;B1
1721-727X;B3
2378-8526;B3
2347-5641;C
1120-6721;A4
0939-7248;A3
2000-8066;A2
2147-9720;B3
0748-7983;A1
2053-4248;C
1421-9913;B3
1600-0617;A1
2050-6201;A1
2330-2933;B1
1090-2422;A4
1471-2598;A2
1474-0338;A2
1744-8417;B2
1745-2422;A4
1744-8360;A2
1746-9899;B1
1646-4834;B4
1015-3837;A3
1071-1007;A2
1938-6400;A3
0720-4299;B2
0210-5705;B3
2387-1954;B3
0016-5751;A3
2327-5146;C
1045-2257;A2
0270-1960;B2
1423-0003;A2
0391-9013;B3
2227-8575;A3
2575-8594;C
2192-5682;A2
2366-5017;A3
1532-2238;B2
2352-5789;B1
2471-8165;B4
1592-8721;A1
1558-9447;B1
2468-1229;B1
1067-3229;A2
1097-0347;A1
1524-8399;A3
2375-379X;C
1468-201X;A1
1556-3871;A1
1694-7894;C
1099-1069;A4
1024-5332;B2
2038-8330;B3
1499-3872;B1
1872-034X;A3
2454-2520;B3
1265-4906;A2
1365-2559;A1
0957-154X;A4
1663-2826;A2
1643-9171;C
1365-182X;A2
2378-8771;C
1556-3316;A3
0046-8177;A2
2254-9633;C
1565-1088;B1
1745-7580;C
2595-4393;C
1559-0755;B1
2349-5340;B3
0973-0508;C
0970-0358;B2
0973-9793;B2
2589-5087;C
0895-8378;B2
1852-3862;B4
1850-1044;B4
1865-1372;A3
2637-4587;C
2056-6360;C
2214-7519;B3
1828-0447;A1
1970-9366;A1
0020-5907;B2
1432-1246;A2
1755-4578;C
1573-0743;A4
2572-7397;C
1070-5503;A2
1097-0215;A1
1095-4910;C
2378-2951;C
2158-2882;C
0179-1958;A4
2394-6032;C
1522-4821;C
1726-913X;B1
2278-1692;C
2166-5168;C
2542-5013;C
1099-1166;A2
2090-0384;B3
0394-6320;A3
1534-7346;B1
1872-8243;A2
2319-5886;C
2664-875X;C
1107-3756;A4
2212-5531;B2
1178-7058;A3
1440-172X;A1
2222-3959;A4
2643-2692;C
1744-9200;B2
2314-5757;B3
2278-3083;C
2211-4599;B1
1743-9191;A1
2090-1410;A2
0974-7753;B2
0974-9241;B2
0919-8172;A2
1755-5302;C
1591-0199;B1
1354-2516;B4
1735-8582;B2
1751-2824;C
1938-2014;B1
1122-6714;B3
1824-7288;A3
2666-0873;C
2666-0849;C
2405-5018;A2
2405-500X;A2
2213-1779;A1
2376-9394;C
2168-6076;A2
2168-6157;A1
2168-6254;A1
1538-3598;A1
2473-4039;C
2241-6293;B4
2368-7959;A3
2515-5091;C
1297-319X;A3
1590-8577;C
1517-5693;A4
0102-3586;B1
1610-0379;A3
1077-9450;A3
2221-6189;C
1055-0887;A4
2666-9153;C
2375-4214;C
1939-5868;C
2373-6437;C
1434-7229;B1
1790-045X;A3
0021-9355;A1
1543-0154;A4
2674-7081;C
2637-465X;C
0883-9212;A3
1749-8090;A4
1934-5925;A1
1097-6647;A1
1532-429X;A1
1558-2027;B2
2218-8185;B3
0886-3350;A2
1863-2521;A4
1873-376X;A2
1346-4280;B2
2516-5593;C
0733-2459;B1
2165-7920;C
1933-2874;A2
