ISSN;Estrato
0101-9171;B4
1678-4758;A1
0104-5970;A1
2238-6270;A3
2318-8294;B2
1808-5318;B2
1519-3314;A4
2358-1654;A3
0101-9074;A1
1519-3861;A1
1519-8634;B4
1807-1600;A1
1435-2265;B3
2175-5841;A1
2318-1540;B1
0103-7706;A2
0717-9901;B2
2594-7788;B3
0102-0536;B2
0018-5345;A4
2042-7913;A3
2639-3735;C
1982-8047;B3
0103-3123;B3
1080-7039;A3
0300-7839;A1
2316-7963;A3
0198-8859;B1
0018-7267;A1
0954-5395;A1
2164-554X;A3
2164-5515;A3
2358-8322;B2
1809-1628;B2
2674-6654;B4
1573-5117;A2
1980-1726;A1
0887-5367;A3
1646-3692;A4
1983-7836;B2
2175-8018;B2
2346-9161;B2
2027-7040;B2
2150-4083;B4
2306-4161;B1
1390-1249;A1
2395-1664;B1
1981-1179;B3
1518-6911;B1
1950-5701;B1
2316-3127;B4
2169-3536;A3
0163-6804;A1
0360-8581;B2
1558-0571;A1
1089-7801;A1
1932-4553;A1
2156-3357;A2
1041-1135;A2
1070-9932;A2
0740-7459;A2
0018-926X;A1
1051-8215;A1
0018-9340;A1
2168-2267;A1
0018-9391;A2
1057-7149;A1
0018-9456;A1
2162-237X;A1
1752-1416;A2
1751-8814;A4
2238-4286;A3
0018-9855;A1
2278-3369;B1
2227-2712;C
1471-678X;A1
2179-8427;A4
1564-5150;B4
1532-4311;B1
1461-5517;A2
1054-5476;A3
2178-2075;A3
1808-8392;A3
1808-8678;A3
2236-269X;B1
2249-555X;C
1806-8987;A4
0019-7858;A2
0960-6491;A1
0926-6690;A1
0019-8366;A4
0019-8501;A1
0950-4222;A4
1559-6834;A3
0925-4692;A2
1981-8920;A2
0104-0146;A2
1809-4783;A2
2358-3908;B2
2525-3468;A4
2317-4390;B1
1678-832X;C
1982-1654;B1
1516-084X;B1
2301-1378;B1
0378-7206;A1
1471-7727;A1
0950-5849;A1
0266-6669;A2
2214-3173;A1
1040-1628;A3
1387-3326;A1
1350-1917;A1
1058-0530;A1
0959-3845;A2
1943-4294;A1
1385-951X;A1
0268-1102;A1
0100-445X;B4
1517-6258;B4
1676-0670;A4
1679-415X;A4
1547-9684;C
0718-3305;B3
0718-3291;B3
0120-5609;B1
2248-8723;B1
1856-8327;B3
1815-5944;C
1518-1243;B3
2176-9192;B3
1688-8626;A4
2477-9024;A3
0121-5051;A3
1351-1610;A1
2157-930X;A4
1447-9338;A1
1614-5054;B2
1614-5046;B2
1466-8564;A1
2277-4939;B1
2317-2460;B3
2357-7797;B4
1517-6940;B3
0167-6687;A2
1697-9818;A3
2347-0658;A3
1679-8902;B1
0964-3397;A1
2596-3503;B3
1981-8076;A3
1981-8416;A2
1517-848X;B3
2184-3929;A2
1983-2478;A2
1518-7012;A3
1984-042X;A3
1981-3775;B2
0378-1844;B2
1980-3508;A2
2446-6549;A2
1982-8497;B3
1676-8701;A3
2237-7506;B2
1414-3283;A3
1806-9037;B2
1807-3980;C
1980-0894;B2
2318-2326;B3
2316-381X;A4
2316-3321;A4
2359-4934;C
2316-3801;A4
2316-3798;B1
2177-7691;A2
1980-5276;B1
0020-5850;A1
0340-0131;A2
2183-3265;B3
1993-5250;C
1913-9012;C
1913-9004;C
0969-5931;A1
2110-7017;A2
2411-183X;A3
1554-7191;A1
1367-0271;A3
1096-7508;A3
1985-4668;B1
2231-7546;B1
1465-5489;A3
0219-1989;A4
0268-3768;A2
2595-2498;B3
1863-0383;A2
2156-7964;B1
1475-9276;A2
2411-3123;C
2411-2933;C
2213-2244;A2
1353-4505;A2
1800-6450;A3
1752-8224;B1
1752-8232;B1
1740-8008;A4
1740-8016;A4
2348-6406;C
2456-3676;C
2456-1908;C
2349-6495;C
2320-0243;A4
2320-5407;C
2231-1963;A3
2347-7474;B2
0265-0487;A1
1741-9182;A2
1741-5004;B1
1747-762X;A1
2160-9802;B2
1755-8077;A3
0303-2434;A1
2249-0868;C
1480-8986;A3
1823-6243;A4
1479-5914;A4
1757-8760;B2
1757-8752;B2
1741-8089;A4
1470-9511;A3
0265-2323;A1
1755-3849;A4
2057-0546;B2
0141-8130;A1
1432-1254;A2
0020-7128;A2
2694-1430;B4
1923-4015;A3
1753-6227;A4
1753-3627;A3
1833-3850;A2
1833-8119;A2
2319-801X;C
2219-6021;C
1511-6670;B2
1751-200X;A3
1751-2018;A3
2329-4892;A2
2312-0916;A4
1740-0597;A3
1756-0047;A3
1756-0055;A3
1744-6635;B1
1746-0980;A4
1746-0972;A4
1751-0252;A3
1751-0260;A3
1743-8187;B2
2229-6247;C
2447-7451;B1
1368-4892;A4
1554-5466;A4
1753-0296;A4
2644-2094;B4
1756-8692;A2
1097-0088;A1
1325-9547;A4
2514-4111;B2
0975-8887;C
1362-3052;A2
0951-192X;A2
1474-2640;A1
1470-6423;A1
1470-6431;A1
0959-6119;A1
1929-4409;A3
1470-5958;A3
2319-6475;C
0975-833X;C
2053-082X;B1
1753-7169;B2
1941-6296;B1
2230-9926;C
1753-8947;A1
2049-0895;B2
2049-0887;B2
1741-3591;A3
1539-3100;A4
1307-1637;A3
1756-9850;A4
1756-9869;A4
1916-9728;A2
1916-971X;A2
2146-4138;C
2225-742X;A3
1759-5673;A4
0251-2513;A2
0951-354X;A1
1452-3981;B1
1742-7509;A4
1548-3886;A2
1746-8809;A2
2278-9359;C
2347-5900;B2
1687-8337;A4
2335-6812;B4
2146-4553;A2
0363-907X;A1
1750-6220;A3
1472-8923;B1
1847-9790;A3
0949-149X;A3
1756-5162;B1
2248-9622;C
2231-5381;C
1355-2554;A1
1099-9264;A3
1939-4675;A3
1741-5098;A4
1476-1297;A2
1474-6778;A4
1478-9876;B3
2454-1850;C
1660-4601;A1
1661-7827;A1
2675-3456;C
0020-7233;A3
2059-0903;B1
1076-9307;A3
1099-1158;A3
1756-7130;B2
2227-7072;A2
2147-8988;A4
1556-3758;A4
0168-1605;A1
0950-5423;A2
0169-2070;A1
1562-2479;A1
1878-450X;A1
1756-6266;A2
1466-6650;A3
1758-2083;A3
1758-2091;A3
1479-3067;A4
1750-5836;A1
1741-8488;A4
0952-6862;A2
2199-9031;A3
2526-1606;B3
2047-9700;A2
1525-6480;A2
0278-4319;A1
1753-8270;A4
1947-3478;A3
0958-5192;A1
1741-5160;A4
1532-7590;A3
2220-8488;C
2319-7722;C
2221-0989;C
0360-3199;A1
1748-5045;A3
1748-5037;A3
1072-4761;B1
2217-2661;A4
1943-670X;B1
0169-8141;A3
0167-7187;A2
1201-9712;A2
1741-8070;A4
1550-1876;A4
0268-4012;A1
2182-7796;A2
2530-3260;B1
1741-5179;A4
2318-9975;A4
1471-8197;A4
1753-0660;A4
2349-5219;C
1740-8822;A3
1740-8830;A3
0219-8770;A3
1793-6950;A3
1363-9196;A2
1757-5877;A2
1757-2223;A3
1478-9647;A4
1478-9655;A4
2397-6934;B4
1476-1300;B3
1741-8100;A4
2367-9115;B3
1539-3062;B4
1947-9611;B2
1447-9524;A4
2316-6517;B1
1548-0666;B1
1743-8268;A3
2040-4476;A2
2040-4166;A2
1740-2875;B3
1479-4853;A3
1367-5567;A2
1741-5381;B2
0957-4093;A1
1742-7967;A3
1742-7975;A3
1477-6545;B1
1462-4621;A3
1468-4330;A4
1741-8127;A4
1750-3868;A4
1741-8143;A4
1849-5664;A4
2226-8235;C
2249-7455;B2
1743-9132;A2
2349-0349;A4
1753-8378;A2
0143-7720;A2
1470-7853;A2
2182-9306;B1
1918-7203;C
1757-5850;A3
2320-2092;C
2249-8001;B3
1521-9437;C
1687-918X;A4
1941-8647;A3
1746-7268;B2
2456-5628;B2
1752-0479;A3
2059-1055;B2
2396-8303;B2
2396-8311;B2
1055-7148;A4
1470-9503;A4
1465-4520;A3
0718-381X;B3
0306-624X;A3
1942-3934;B4
1745-7645;B3
0144-3577;A1
1934-8835;A2
1996-6814;A3
1750-6123;A3
0960-0035;A1
1522-6514;A2
2320-7035;B4
0891-1916;A2
2399-4908;B3
1744-7550;B4
2008-7802;A3
1753-8432;A3
1743-5110;A4
0925-5273;A1
1366-588X;A1
0020-7543;A1
1746-6474;A3
2525-3654;B2
0263-7863;A1
1740-2905;A4
2011-2084;A2
0020-7594;A1
0190-0692;A2
0954-2892;A2
0951-3558;A2
0265-671X;A2
1756-669X;A2
2350-0743;C
0976-3031;C
2251-7715;A3
1366-5901;A2
0143-1161;A2
2350-0530;C
2394-3629;C
2320-9356;C
2320-9364;C
0167-8116;A1
0959-0552;A1
0973-0052;A4
2005-4238;C
2319-7064;C
2454-2008;C
2305-3925;C
2229-5518;C
2386-8570;A4
2444-0299;A4
2277-8179;C
1744-2389;A3
1744-2370;A3
1741-525X;A4
1460-6720;A4
1756-6525;A3
1740-2131;A4
1726-4529;A2
1947-8402;B1
0306-8293;A1
2644-0695;C
2324-8041;C
1756-252X;B1
0975-9018;B3
0218-1940;B1
1940-6940;A2
2169-8759;B2
1927-7040;C
1756-6452;B2
1947-8569;A4
1648-715X;A3
2050-7399;C
1467-6370;A1
0960-1406;A4
1350-4509;A2
2379-7401;B4
2059-7770;C
1556-8318;A1
1476-5667;B3
1548-3908;A3
0267-5730;A3
1474-2748;B2
1741-5292;A4
2520-8691;A4
0219-0249;A4
1741-1645;B1
2056-5607;A3
1750-4090;A4
0391-8440;A4
1742-7584;B2
1923-7332;B3
0218-4885;B1
2644-1659;B3
1946-3138;A1
2517-7362;B4
1477-8394;A4
1086-5519;B1
1751-1062;A3
1869-6945;A3
0265-1335;A1
1559-3169;A2
1662-1387;B1
1450-2887;C
0020-8523;A1
0269-2171;A2
1465-3486;A2
1865-1704;A3
1059-0560;A1
0020-8566;A3
1057-5219;A1
1865-1984;A3
1865-1992;A3
0266-2426;A1
0020-8825;A3
1528-3577;A2
0969-6016;A2
2199-5125;B3
1066-2243;A1
1980-4865;A3
1809-7286;A3
1679-9844;A3
2317-7217;B3
1517-6088;B1
2215-2458;A1
1807-1384;B1
2448-4504;B4
1807-8583;A3
1684-9086;B4
0187-358X;A3
2448-8321;A3
0185-1667;A2
0120-5307;A3
2448-7279;A4
2174-5609;A4
1810-4967;A3
2319-2372;B3
2278-487X;A2
2319-2402;C
2279-0837;A3
2320-1959;B1
2320-737X;C
2318-4183;B3
0368-0762;A2
1808-8546;B2
1808-3765;B2
2220-9964;A2
0161-2840;A3
1984-2902;B2
1807-9342;A4
1390-6402;B3
0922-1425;A3
2214-1677;B3
1807-1775;A3
2369-2960;B1
2291-9279;A2
1424-1277;A2
2056-5135;A2
2575-8551;B4
0449-0576;A4
2175-2095;B3
0101-2800;C
2175-8239;C
1806-3713;B1
0047-2085;B3
1981-1969;A2
2176-1035;B3
2448-0002;C
1980-4288;B2
1677-7301;B3
1677-5449;B3
1984-3046;A4
2447-6323;C
1617-1381;A2
1749-4907;A4
0258-2384;B2
2526-1010;B2
1542-8710;B3
0165-4101;A1
1984-3925;A3
0021-8456;A1
0197-6729;A2
2042-3195;A2
2349-0837;B4
2519-7010;B3
1984-9648;B1
2175-9146;B1
0165-0327;A1
2044-0839;A3
1542-0485;A4
2056-7405;A4
1085-7117;A3
1916-9760;B3
1916-9752;B3
2166-0379;B4
1059-924X;A4
0969-6997;A1
1791-6771;B3
1387-2877;A1
2473-0831;C
2318-1265;B2
0931-2668;A1
0931-2439;A1
0021-8812;A1
1525-3163;A1
2078-6913;A3
0967-5426;A2
2347-212X;C
0883-7252;A1
1792-6599;A4
1365-2672;A3
1364-5072;A3
1056-6171;A3
1931-3195;A3
1816-157X;B2
1936-1610;A4
1067-5817;B3
0266-4763;A4
2642-2859;B3
2159-6670;B1
0378-4266;A1
2214-8043;A2
2214-6350;A2
1083-351X;A1
1532-0464;A1
2327-5081;B4
1350-231X;A1
1752-7155;A2
2141-2197;C
2078-9424;B2
2630-5194;B1
2155-7950;A4
1535-668X;A4
2056-6271;A3
2158-3889;B3
2644-1810;C
0167-4544;A1
1649-5195;B2
1468-5957;A2
0306-686X;A2
2423-5091;B2
2347-5471;B3
0148-2963;A1
2329-2644;B1
0883-9026;A1
2352-6734;A1
2213-5383;B2
0021-9568;A2
0891-0618;B2
2245-8921;B1
0021-9665;B1
0218-1266;B1
0959-6526;A1
0962-1067;A1
1076-1608;B1
1541-4167;A1
2405-8513;A2
2637-4900;C
0147-5967;A1
1387-6988;A2
0377-0427;A2
1877-7503;A1
1549-3636;B1
1943-7862;A1
0733-9364;A1
1472-0817;A2
1469-5405;A1
0736-3761;A2
1057-7408;A1
2395-7514;A4
0966-0879;A2
2195-3880;A4
1547-0148;A3
1975-9320;B3
2213-297X;C
0929-1199;A1
0973-2586;A2
1744-6619;A3
0047-2352;A1
2394-5125;A4
0169-3816;A4
0022-0221;A1
1552-5422;A1
1542-8052;B2
0022-0302;A1
2377-4312;C
2543-683X;A3
1680-743X;B2
1246-0125;A3
1045-5736;A1
0022-0337;A3
2212-571X;A1
0304-3878;A1
0022-0388;A1
1743-9140;A1
2184-3120;B3
1773-2247;A3
1066-9868;A3
0304-4076;A1
0022-0493;A2
0021-3624;A1
1350-178X;A3
0167-4870;A1
0144-3585;A1
0950-0804;A1
0148-6195;A2
1055-0925;B1
2077-1886;A2
2520-842X;B2
1927-5250;A1
0022-0574;A3
1526-6133;A2
0361-5235;A3
2046-4754;C
2306-367X;B1
1083-9798;B4
0195-0738;A2
2447-0228;C
0923-4748;A1
2223-8379;B3
1741-0398;A1
2053-4604;A2
2325-6192;A4
2525-815X;A4
1464-3332;A4
2213-3437;A2
0301-4797;A1
0964-0568;A2
2152-2197;A4
0272-4944;A1
1934-8932;C
2455-0272;C
0976-5026;B2
0378-8741;A1
2385-7137;B1
1097-9751;B2
2457-0591;B4
1472-5967;A3
2043-6238;A3
1361-2026;A2
2415-2455;B1
2328-7276;B3
0022-1090;A1
1359-0790;A2
1479-8409;A1
2359-1005;B2
1042-9573;A1
1358-1988;A3
1363-0539;A3
1572-3089;A1
0022-1112;A3
0140-7775;A1
1459-0263;C
1021-9498;A1
1336-8672;B1
0145-8884;B1
2471-4291;C
0889-1575;A2
0260-8774;A1
2193-4126;A4
0145-8876;A4
1745-4549;A4
1045-4446;A2
0146-9428;A4
0022-1147;A3
0022-1155;A3
0975-8402;A3
1537-8020;A3
0277-6693;A2
1756-4646;A1
2640-7477;B4
0306-3070;A3
2327-4344;A4
2167-7182;B2
1553-5495;B2
2251-7316;A2
2228-7566;A2
1533-7995;A3
1062-7375;A3
2184-7738;C
2049-8799;A2
2378-9506;B3
2163-9167;A3
2651-4486;A4
2220-9352;B1
1570-7873;A1
1389-4978;A1
2317-3076;B3
0167-6296;A1
2175-4411;A4
0972-0634;A4
1477-7266;A3
1096-9012;A3
0022-149X;A2
1047-8310;A2
1755-750X;A4
1462-0316;A3
2643-0924;B3
2514-9792;A4
1447-6770;A1
1757-9880;A1
1473-8376;A2
1835-3800;B1
1988-5202;A4
2237-2202;B2
2168-1023;A2
2013-0953;A2
1735-5702;A3
2424-8630;B1
1566-1679;B1
2316-5324;C
0219-6492;A3
2230-8776;B4
0165-5515;A1
0888-7985;A2
2468-4376;B1
1933-169X;A1
2423-5059;A4
1466-4437;A1
1751-1577;A1
2192-5372;A2
2183-0606;A3
1366-638X;A2
2352-4588;A2
1943-815X;A2
1469-1930;A1
2001-015X;A3
1064-1246;A2
0956-5515;A1
1094-9968;A1
0725-6868;A1
0260-1079;A3
1061-9518;A2
1542-6297;A3
1940-655X;B3
1649-4946;B3
0047-2506;A1
0896-1530;A3
0954-1748;A2
1570-7385;A2
1573-7349;A2
1042-4431;A1
0897-4438;A2
1075-4253;A1
1324-5864;B4
2191-2564;B2
1204-5357;C
1867-4828;A2
1869-0238;A2
1018-3647;A3
1367-3270;A1
0022-216X;A3
2380-5013;A4
1548-0518;A1
2448-0266;B3
0022-2216;A3
0741-5400;A2
0961-0006;A1
0733-8724;A1
0276-1467;A2
0304-8853;A2
0149-2063;A1
2605-1044;B2
2229-5348;B4
1572-963X;A2
1925-4733;A3
0262-1711;A1
1751-1348;A3
0742-597X;A1
1056-4926;A2
2333-6056;B4
1941-899X;A4
2630-4953;B3
0022-2380;A1
0268-3946;A1
0278-6125;A1
1741-038X;A1
0022-2429;A1
2326-5698;B1
1046-669X;A3
1352-7266;A1
1466-4445;A1
0884-1241;A2
2333-6080;A4
0267-257X;A1
2333-6099;A4
1069-6679;A2
1438-4957;A3
2238-7854;A1
2327-6053;B2
2456-219X;B4
0022-2615;A4
0148-5598;A2
1996-0875;B3
1746-5664;A3
2155-7993;B1
2317-3963;B2
0167-7322;A1
1610-2940;A4
1368-5201;A3
2177-0298;B4
2645-9078;C
2458-9403;C
1178-2390;A3
1042-444X;A2
2157-7439;A3
1533-4880;B2
0022-2933;B1
1064-7570;A2
1742-2094;A1
1049-5142;A3
1540-6997;A3
1925-4059;B1
0966-0429;A1
1061-3749;A3
2199-8531;A1
1943-0620;A1
0160-8061;A3
0953-4814;A2
1939-4691;A3
1477-9633;B1
2193-7192;A3
1178-7090;A3
0885-3134;A2
2594-8040;B3
2190-0558;A4
0920-4105;A1
2095-1779;A1
1011-1344;A1
2247-806X;A4
2448-2455;B1
0915-5287;C
1751-8113;A2
1753-8335;A2
1551-2169;A3
1868-4890;A3
1866-802X;A3
1022-9760;A3
1572-8935;A3
1566-2543;A2
1088-4246;B1
0160-3477;A1
1687-952X;B3
1061-0421;A1
1049-6491;A3
1463-578X;A3
1874-3919;A1
0036-0767;B1
2161-7104;B1
1053-1858;A1
1472-3891;A3
1096-3367;A4
2198-1833;B2
2377-3294;B3
1535-0118;A3
1478-4092;A1
1528-0098;A2
0748-4518;A1
0951-6328;A1
1695-7253;A3
1533-2675;A3
1051-2276;A2
1941-7012;A4
2164-6341;B1
0264-6838;A2
2395-2210;A4
2321-9467;C
2040-7122;A1
2329-9460;A2
0022-4359;A1
0969-6989;A1
1476-6930;A3
1911-8074;B2
1573-0476;A2
0743-0167;A1
2250-5105;B3
0022-4391;A1
2053-4620;A2
0022-4456;A3
2397-1983;A3
2447-9462;B2
2224-2708;A3
0887-8250;A2
1745-459X;A2
1615-9306;A3
1757-5818;A1
1939-8018;A4
1747-7778;A2
2169-2610;A2
1462-6004;A1
0047-2778;A1
1942-0684;A2
2042-6763;A2
1796-217X;C
1945-3124;B2
2195-1721;A4
2047-7473;A4
1432-8488;A3
2183-1912;A4
2314-4920;B1
2095-2546;A1
0264-0414;A1
2241-0384;B2
0094-9655;A4
2195-5832;B3
1538-7887;B3
1559-8608;B3
1466-4488;A2
1755-425X;A3
1028-3153;A1
1552-7808;A1
0896-8446;A1
1523-2409;A1
1848-9257;A4
2714-6480;B3
1690-4524;A4
1531-3220;A4
0718-2724;A2
0092-0703;A1
2378-1823;A2
2330-1643;A1
0103-5053;A2
1678-4804;A2
1678-5878;A4
2675-2980;C
2595-1939;B4
1758-2652;A1
1868-7873;A2
0160-5682;A2
0022-5142;A2
0893-8849;A2
1388-6150;A3
1588-2926;A3
2470-9344;B3
2408-9117;B1
2689-2294;B3
0946-672X;A2
1547-5778;A4
1547-5786;A4
0966-6923;A1
2459-1718;C
1054-8408;A1
0047-2875;A1
1923-7324;B4
1982-3932;B1
0733-9488;A2
1976-555X;A2
0001-8791;A1
2214-7144;A2
2043-9083;A4
1366-5626;A4
1090-9516;A1
0969-0700;A1
2179-3565;B1
1821-4487;B2
1806-8634;B3
2578-3696;C
2183-3419;B2
1984-6878;B4
1413-7038;A1
1661-2981;B3
1662-9795;B2
2468-0249;A2
1984-8900;A3
0219-1377;A2
1092-4604;A3
1099-1441;A3
2073-7904;A2
1477-8238;A2
0950-7051;A1
0100-512X;A1
2386-5458;B2
0368-492X;A2
1413-7321;A3
0140-6736;A1
2073-445X;A3
0264-8377;A1
0743-7463;A2
2367-2587;B3
0268-8921;A2
1528-6932;A4
1097-8526;A4
2178-4833;B2
2052-0336;B1
2052-0344;B1
0326-2383;B2
2362-3853;B2
2007-9842;A4
2041-7365;A4
1548-2456;A2
1531-426X;A2
1542-4278;A2
2179-5428;B2
0143-7739;A1
1751-1879;A3
1676-2789;B2
2210-6561;B4
1387-1579;A2
0969-6474;A1
0023-6438;A1
0261-4367;A2
2175-0947;B1
1581-5374;A3
0783-6198;B4
2236-5354;B3
1516-2168;B2
1981-3171;B2
0024-3205;A1
1808-3536;A3
0213-8409;B2
2237-2318;B2
1982-4017;A1
2526-8449;A3
1981-0431;A2
1516-4896;A2
1984-7238;A2
2358-8411;B3
0121-3784;B4
1871-1413;A1
2176-1248;B4
0269-0942;A2
1470-9325;A2
0300-3930;A2
1981-6804;C
2358-7806;A4
2305-6290;A3
1865-0368;A2
1250-7970;B1
0024-6301;A1
1807-0175;A1
0102-6445;A1
2177-2789;B2
2316-1663;B2
2661-3360;B3
1752-0843;A4
1679-0952;B4
2525-8346;B2
2358-6362;B3
2446-5240;B1
0938-8990;A4
1744-9359;A3
1528-5359;B1
1044-5005;A1
2667-6761;B3
2526-1282;B3
0025-1747;A1
2675-3006;B4
1918-9222;A4
2406-0658;A4
1350-5076;A2
1477-7835;A2
1536-5433;A3
0140-9174;B4
2040-8269;A1
2040-8277;A1
0025-1909;A1
0143-6570;A3
1099-1468;A3
0268-6902;A2
0307-4358;A2
2236-5435;B2
1323-1650;A2
0025-326X;A1
2334-5985;A1
1479-2931;A1
0308-8839;A1
2525-8176;B1
0263-4503;A1
0923-0645;A2
1534-973X;B1
1470-5931;A1
2318-9657;A3
1517-7076;B1
0254-0584;A2
1980-5373;A2
0025-5408;A1
2053-1591;A4
1516-1439;A2
0928-4931;A1
1662-9752;B3
1331-0623;A3
0170-4214;A3
1024-123X;A2
2227-7390;B1
0378-4754;A4
1982-8160;A1
0263-2241;A1
1368-3047;A4
0309-1740;A1
2183-5462;A4
2038-3010;B1
2179-9571;B3
1989-0494;A4
2176-6665;A4
1741-0444;A3
1369-3786;A1
2176-7262;A3
1536-5964;A3
0025-7974;A3
2049-372X;A1
2039-9340;C
2039-2117;C
2356-9271;B3
2675-3065;C
1678-8060;A4
1984-2201;A1
1518-1219;A3
2175-2753;A4
2526-5229;A4
2340-8413;A3
0026-1270;A3
2236-2762;A3
2525-3867;B3
1047-8485;B1
0882-4010;A3
0026-265X;A2
0968-4328;A3
2076-2607;A3
2474-9621;B2
0266-6138;A1
0026-3672;A1
0026-4148;B3
0938-8249;A1
2594-9187;B3
2318-0811;B3
2447-0244;B1
1532-9194;A1
1381-2386;A2
2447-3073;A3
1080-6598;A3
2237-3217;B4
1286-4692;A3
1745-0101;A1
1982-615X;A2
1574-1699;B4
1687-5591;A4
1913-1852;C
1913-1844;C
2152-7261;A4
2152-7245;A4
2333-2581;B3
2631-3871;B2
0161-5890;A4
0893-7648;A1
1613-4125;A1
1420-3049;A2
2316-3100;A4
1678-0795;B2
2316-8323;A4
0035-8711;A1
1983-7801;A4
2178-7719;A4
2176-8943;A3
2594-6463;B1
1981-7207;B2
2675-3162;C
1517-199X;A4
2358-9205;B2
2359-3296;A4
0104-754X;B1
0935-9915;A4
2238-7196;B2
1525-383X;A2
2359-6902;B4
2595-6590;B3
2447-9276;B1
1414-512X;B1
1515-5994;A4
2525-5819;B3
1807-8095;B4
2175-2052;A4
1390-9193;A4
2177-7314;B1
2238-5436;B3
1984-3917;B3
0122-0268;B2
0027-5514;A2
2475-2657;B4
2688-4011;C
1353-7113;A4
2318-7670;B4
1573-0840;A2
1478-6419;A3
1478-6427;A3
2237-9290;B2
2318-2881;C
1087-0156;A1
2398-9629;A1
1981-4526;A4
2237-7840;B2
0100-1248;B1
2237-4558;A4
2178-6259;B2
1678-8052;A4
1982-0224;A3
2192-6670;B1
0941-0643;A2
1673-5374;A4
0959-4965;B3
0149-7634;A1
0161-813X;A2
2331-6055;A4
2717-8722;B4
0028-4793;A1
2154-7343;A4
0028-646X;A1
1516-9022;B2
1578-6730;A2
1807-3840;A1
0899-7640;A1
1542-7854;A2
2318-1966;B1
2318-3721;B1
1516-5477;B1
1980-5381;A2
0103-6351;A2
1516-6481;B2
2179-7536;B2
0101-3300;A1
1980-5403;A1
2175-0491;A1
1413-2117;A2
1984-879X;B4
2175-1463;B4
1678-6602;B4
1982-2278;B4
1626-0252;A1
2236-6296;A3
2572-8474;B2
1676-2274;B2
0211-6057;B2
1743-7075;A3
1028-415X;A2
2707-1642;C
0103-8125;B4
2525-6750;B3
0102-4809;A2
0031-1057;B2
2238-9091;A1
1657-7558;A2
0960-8923;A1
1982-4564;B3
1696-8352;A4
1984-4891;A3
0964-5691;A2
1988-2483;A4
2236-8493;A2
1808-0235;A4
0101-5273;A2
1982-3878;A2
1984-0187;B1
2317-7853;A4
2526-6314;B3
1468-4527;A2
1852-3854;B2
1012-1587;A3
2690-487X;C
2329-3284;B1
2675-5157;C
2304-070X;A1
1979-3561;A4
2214-7160;A1
1807-0191;A1
0104-6276;A1
0925-3467;A3
1389-4420;A2
1862-4472;A3
1602-1622;A4
2212-4403;A2
1984-6428;B3
0169-1368;A1
1519-0110;B1
1566-1199;A1
2238-2593;A4
1807-1236;A4
1413-585X;A2
1984-9230;A2
2318-9223;B2
1982-8756;A3
1809-1040;A3
2238-6890;B1
1517-3879;B1
1086-0266;A1
1350-5084;A1
1047-7039;A1
0170-8406;A1
0749-5978;A1
2447-536X;B3
0030-5944;B4
1851-4715;A3
2542-0240;B2
1636-3671;B2
1808-8031;A3
2014-7708;B1
2007-3607;B1
0894-3214;A3
1611-2490;A2
0873-5670;A4
2183-6671;A4
1982-6109;A4
2316-9605;B4
1982-4327;A1
0103-863X;A1
0104-6098;A3
2055-1045;A1
1452-595X;A2
1414-8161;B4
1807-0205;B2
0122-4409;A2
1516-9111;B3
2237-0390;B3
1679-0944;A3
2405-6731;B1
1756-3305;A2
1469-8161;A1
1383-5769;A3
0031-1820;A1
0932-0113;A1
1980-6809;A2
1413-9375;B4
2035-6609;A3
1677-1893;B3
1695-7121;A3
0167-8655;A2
2525-958X;B3
1040-2659;A4
2164-7267;A3
2376-5992;A1
1676-1871;B1
1415-5109;B1
2237-4418;B1
2238-944X;A3
1657-6276;A3
2523-1960;A2
2145-4175;B3
1679-494X;A4
2317-2150;A3
1519-0412;A3
2177-417X;A3
2527-0540;A4
1808-6136;C
2316-7521;A4
0898-5952;A4
1806-8073;C
2179-0302;C
2317-8604;A4
1617-4909;A2
0146-1672;A1
0191-8869;A1
0048-3486;A1
1808-575X;B2
0100-039X;B2
0102-4469;A1
2448-2390;B1
1980-0193;B1
1413-9936;A2
1981-5344;A2
2238-0507;B3
2236-417X;A4
2236-045X;B2
1983-3733;B2
2237-6917;B1
2236-885X;C
2236-8876;C
1749-8848;A4
1806-9029;A4
2358-646X;B2
1678-3921;A4
0100-204X;A4
1983-4063;B2
1984-7548;B4
1981-0695;B1
2526-8236;C
0100-0551;B1
1983-2605;B4
0101-7438;B2
1678-5142;B2
1984-3534;B3
0100-736X;A4
1678-5150;A4
1809-8908;A3
1807-9806;B2
1526-498X;A1
1980-6310;B3
1388-0209;A1
1083-7450;A3
1424-8247;A1
1462-2416;A4
0091-3057;A3
2578-5478;B2
1474-905X;A4
0031-8655;A2
1572-1000;A2
1557-8550;A2
0378-4371;A1
0167-2789;A3
1386-9477;A3
2470-0045;A1
0375-9601;A3
1471-2865;A4
1358-2267;A4
0959-3985;A4
1809-4481;A3
2184-626X;A4
0103-7331;A3
0958-0344;A2
1099-1565;A2
2674-6727;B4
1751-8059;A3
0103-4138;B1
2359-389X;B1
2177-1642;A3
0191-2917;A2
1806-9681;B2
1980-8666;B3
1553-7358;A1
1935-2727;A1
1932-6203;A1
2447-9373;A4
2177-5060;A4
2238-4979;B1
2317-0123;B3
1983-9456;B3
2316-932X;A4
1676-0727;B1
2238-7692;B1
1561-4263;A1
2448-2935;A3
1449-4035;A1
2358-1379;B2
